2025-05-24T17:54:57.604300,sensor=25°C
2025-05-24T17:55:18.473955,sensor=25°C
2025-05-24T17:55:24.571655,sensor=25°C
2025-05-24T17:55:30.687937,sensor=25°C
2025-05-24T17:55:36.805888,sensor=25°C
2025-05-24T17:55:42.897585,sensor=25°C
2025-05-24T17:55:49.005768,sensor=25°C
2025-05-24T17:55:55.150714,sensor=25°C
2025-05-24T17:56:01.282193,sensor=25°C
2025-05-24T17:56:07.377429,sensor=25°C
2025-05-24T17:56:13.482723,sensor=25°C
2025-05-24T17:56:19.577063,sensor=25°C
2025-05-24T17:56:25.672221,sensor=25°C
2025-05-24T17:56:31.788927,sensor=25°C
2025-05-24T17:56:37.867176,sensor=25°C
2025-05-24T17:56:43.962309,sensor=25°C
2025-05-24T17:56:50.034706,sensor=25°C
2025-05-24T17:56:56.115687,sensor=25°C
2025-05-24T17:57:02.195276,sensor=25°C
2025-05-24T17:57:08.297492,sensor=25°C
2025-05-24T17:57:14.386937,sensor=25°C
2025-05-24T17:57:20.473208,sensor=25°C
2025-05-24T17:57:26.570110,sensor=25°C
2025-05-24T17:57:32.664036,sensor=25°C
2025-05-24T17:57:38.760176,sensor=25°C
2025-05-24T17:57:44.853795,sensor=25°C
2025-05-24T17:57:50.958177,sensor=25°C
2025-05-24T17:57:57.036378,sensor=25°C
2025-05-24T17:58:03.169794,sensor=25°C
2025-05-24T17:58:09.305058,sensor=25°C
2025-05-24T17:58:15.444575,sensor=25°C
2025-05-24T17:58:21.568100,sensor=25°C
2025-05-24T17:58:27.665109,sensor=25°C
2025-05-24T17:58:33.766544,sensor=25°C
2025-05-24T17:58:39.863216,sensor=25°C
2025-05-24T17:58:45.946227,sensor=25°C
2025-05-24T17:58:52.046475,sensor=25°C
2025-05-24T17:58:58.159261,sensor=25°C
2025-05-24T17:59:04.255403,sensor=25°C
2025-05-24T17:59:10.376917,sensor=25°C
2025-05-24T17:59:16.531275,sensor=25°C
2025-05-24T17:59:22.648003,sensor=25°C
2025-05-24T17:59:28.750120,sensor=25°C
2025-05-24T17:59:34.854909,sensor=25°C
2025-05-24T17:59:40.958871,sensor=25°C
2025-05-24T17:59:47.079064,sensor=25°C
2025-05-24T17:59:53.169117,sensor=25°C
2025-05-24T17:59:59.273607,sensor=25°C
2025-05-24T18:00:05.404687,sensor=25°C
2025-05-24T18:00:11.514646,sensor=25°C
2025-05-24T18:06:46.428819,sensor=50°C
